id,label,count,relevant,event
Q8319265,Q8319265,1,,
Q15636248,bronchotomy,1,,
Q61809711,color pattern,1,,
Q5988268,Identity Caucus,1,,
Q25221434,Lead poisoning epidemics,1,,
Q1047547,algebraically closed field,1,,
Q3308639,intellectual freedom,1,,
Q7834099,Transformational festival,1,,1
Q1476018,Quasi-Newton method,1,,
Q269699,systems theory,1,,
Q81983865,trans-2-phenyl-1-cyclohexanol,1,,
Q504715,Cirque du Soleil,1,,
Q104777120,commemoration,1,,
Q5769864,Hiriq,1,,
Q21997607,number one album,1,,
Q757290,Simpson's paradox,1,,
Q16329467,Q16329467,1,,
Q21970361,limb,1,,
Q51879243,theatrical tetralogy,1,,
Q12218859,Arabic folk poetry,1,,
Q7242372,prevention of HIV/AIDS,1,,1
Q3281331,list of feeding behaviours,1,,
Q2394476,permeance,1,,
Q55231683,1-butyl-3-methylimidazolium tetrachloroferrate,1,,
Q23785728,Q23785728,1,,
Q19698119,penumbral lunar eclipse,1,,
Q6823858,Methodology of econometrics,1,,
Q205995,Caribbean Community,1,,
Q5780264,mercury compound,1,,
Q245696,Minister of State for Special Missions,1,,
Q4079161,watershed district of Minnesota,1,,
Q7569662,"Southern Baptist-related schools, colleges and universities",1,,
Q2037332,cladding,1,,
Q1066792,IS-2,1,,
Q1711247,youth work,1,,
Q2974181,Surfboard wax,1,,
Q55739666,dictionary of the Turkish language,1,,
Q11546950,Q11546950,1,,
Q105751593,Q105751593,1,,
Q2485381,larceny,1,,
Q11487746,Q11487746,1,,
Q110582464,history of science museum,1,,
Q6951247,Norfolk and Western Railway class M,1,,
Q830077,subject,1,,
Q23548,National Aeronautics and Space Administration,1,,
Q461,Internet Archive,1,,
Q162808,Holy Grail,1,,
Q212912,Haredi Judaism,1,,
Q10639464,Named Professor,1,,
Q2383867,cell death,1,,
Q860594,filmstrip,1,,
Q6864043,Mine-clearing line charge,1,,
Q212410,peptidase,1,,
Q5283562,district of the Lutheran Church – Missouri Synod,1,,
Q75110159,niobium compound,1,,
Q381180,sea snail,1,,
Q1617747,High Court of Justice,1,,
Q22327397,extracellular exosome complex,1,,
Q106859689,ecology term,1,,
Q5757719,high school secret society,1,,
Q56244239,hand signal,1,,
Q188577,consensus decision-making,1,,
Q927202,pomace,1,,
Q6667429,Logic,1,,
Q18062082,regular tessellation,1,,
Q209687,external sorting,1,,
Q480700,otitis,1,,
Q7179960,Phad painting,1,,
Q397261,Dokument,1,,
Q7137411,parish,1,,
Q3367136,pas d'armes,1,,
Q8035466,World Camp,1,,
Q44485771,finding of respiratory sound,1,,
Q1657080,Planes (film),1,,
Q7187705,photoacoustic imaging,1,,
Q7196416,pinotin,1,,
Q2369442,paintball marker,1,,
Q300033,ATPase,1,,
Q1527859,law enforcement in the United Kingdom,1,,
Q1727646,Q1727646,1,,
Q3555250,disease surveillance,1,,
Q7247296,process ontology,1,,
Q7295719,rating,1,,
Q1861499,spacefaring,1,,
Q1054011,product lifecycle management,1,,
Q205234,siren,1,,
Q1154848,potential theory,1,,
Q1422682,Hadamard matrix,1,,
Q3851915,two-by-two matrix,1,,
Q6741353,malaria vaccine,1,,
Q549237,sailmaker,1,,
Q23406,Red Sea,1,,
Q4782809,aquatic science,1,,
Q3243852,fairy chess,1,,
Q5149695,Columbia Global Centers,1,,
Q7229599,pops orchestra,1,,
Q3048983,restinga,1,,
Q25710541,female anatomical structure,1,,
Q15644823,administrative territorial entity of Bahrain,1,,
Q58038005,economics of insurance,1,,
Q3196405,Kidung,1,,
Q3219856,coal preparation plant,1,,
Q107494355,ornithology award,1,,
Q1136834,mat,1,,
Q2456677,nonsense word,1,,
Q47783,postmodernism,1,,
Q2182453,Aurai,1,,
Q357279,cultivation,1,,
Q5147886,Saccharomycetales,1,,
Q4036610,Council Estate,1,,
Q7643515,Superior Courts of California,1,,
Q3389302,semi-automatic pistol,1,,
Q1813993,procedural knowledge,1,,
Q7400159,Sail training,1,,
Q76501034,ultralow-molecular-weight heparin,1,,
Q378859,pattern recognition,1,,
Q380372,latrinalia,1,,
Q14859560,response to stimulus,1,,
Q4429470,Social estates in the Russian Empire,1,,
Q8519884,elliptic surface,1,,
Q7824600,Top Scan,1,,
Q7554374,Software testing controversies,1,,
Q5780945,suffering,1,,
Q7118621,PCM adaptor,1,,
Q1790314,diegesis,1,,
Q2074172,foreign relations of the Soviet Union,1,,
Q2855705,Foreign relations of Albania,1,,
Q912034,optical spectrometer,1,,
Q1719631,electrical conduit,1,,
Q1058828,Off-Broadway,1,,
Q26763385,Shanty choir,1,,
Q1090817,lower court,1,,
Q5919212,social intervention,1,,
Q7632110,Substitute check,1,,
Q10825495,list of martial arts terms,1,,
Q55649848,Jerusalemite Amora,1,,
Q7679200,talent management system,1,,
Q11681459,pairing,1,,
Q1660049,political communication,1,,
Q178805,joystick,1,,
Q47492618,competitive debate,1,,
Q1870700,modern ruins,1,,
Q3684894,community network,1,,
Q79209169,colour supplement,1,,
Q2902628,horn section,1,,
Q9410,werewolf,1,,
Q9246,Mongolian,1,,
Q1195325,timeline of chemical elements discoveries,1,,
Q2269590,Q2269590,1,,
Q661441,Kongsi,1,,
Q1916923,Meerwein salts,1,,
Q110964897,Q110964897,1,,
Q841869,new town of Hong Kong,1,,
Q74580066,A. Houghton class,1,,
Q1623337,Hog Islander,1,,
Q210958,monophyly,1,,
Q16607692,family nickname,1,,
Q7972731,Waspam Airport,1,,
Q9385064,Template:Ur icon,1,,
Q108738450,airborne command and control squadron,1,,
Q105245071,vocal performance,1,,
Q9629,peritoneum,1,,
Q52341961,Developmental optometry and physiological optics.,1,,
Q944584,telephony,1,,
Q27301300,fictional carnivoran,1,,
Q54115138,municipality of New Jersey,1,,
Q11655558,subordinating conjunction,1,,
Q1424519,choker,1,,
Q2032544,expansion slot,1,,
Q8050526,Yayla,1,,
Q1431240,hexachord,1,,
Q866298,aggregate,1,,
Q5853012,exarchat,1,,
Q37911748,partially deprecated property,1,,
Q7019695,Category:Pharaohs,1,,
Q6124505,Holy Week in Castile and León,1,,
Q94962622,"1,2-diazetidine",1,,
Q13426909,Saaab Stories,1,,
Q11955913,Umar,1,,
Q1357736,Q1357736,1,,
Q308194,daughter,1,,
Q18536132,coin object,1,,
Q6672148,Long-term impact of alcohol on the brain,1,,
Q55752977,offensive grenade,1,,
Q622548,parody film,1,,
Q2299642,geographical zone,1,,
Q11798453,Q11798453,1,,
Q158281,Wends,1,,
Q9396701,Q9396701,1,,
Q914913,rail transport in India,1,,
Q6449,stellar magnetic field,1,,
Q24841215,Tīn-thâu,1,,
Q7257468,Public Prosecution Service,1,,
Q108333884,fajã,1,,
Q380640,tip,1,,
Q11938040,Museu,1,,
Q15844226,Q15844226,1,,
Q10358349,Q10358349,1,,
Q476661,honey beer,1,,
Q10910840,Q10910840,1,,
Q60198807,dressage horse,1,,
Q10464181,Cyclopeltis Petr. (1953) non Sm. (1846),1,,
Q18677363,Q18677363,1,,
Q14631294,Heteropterus Wang (1992) non Duméril (1806),1,,
Q10546617,Kneiffia Fr. (1836) non Spach (1835),1,,
Q10589279,Morrisiella Saikia & A.K.Sarbhoy (1985) non Aellen (1938),1,,
Q15834057,market leader,1,,
Q10626050,Phaeosphaera Bat. & Cif. (1963) non W.West & G.S.West (1903),1,,
Q7362743,Romanoa Thirum. (1954) non Trevis. (1848),1,,
Q334533,flying junction,1,,
Q18510832,Szechuanella Hoffman (1961),1,,
Q3498598,Northmen,1,,
Q134659,Xysticus,1,,
Q2478080,name of Vietnam,1,,
Q24666796,Rowing at the East Asian Games,1,,
Q18515672,Legal,1,,
Q464200,history of Buddhism,1,,
Q10564221,shuiguan,1,,
Q1401935,K-permutation,1,,
Q158492,Viburnum,1,,
Q1466147,haptic communication,1,,
Q14170659,Huagong,1,,
Q63183712,Taiwanese intangible cultural heritage,1,,
Q25661621,Heliaster Hollande & Enjumet (1960),1,,
Q756324,revolutionary opera,1,,
Q18658211,administrative territorial entity of Taiwan under Qing rule,1,,
Q56808349,language status,1,,
Q14145324,Yuelianghe,1,,
Q12819497,greed,1,,
Q127849,Tilia,1,,
Q56557632,oil and gas services,1,,
Q17147,egg,1,,
Q27924245,purely functional data structure,1,,
Q1718639,Personal Handy-phone System,1,,
Q17173503,Antenna shop,1,,
Q863823,Cell,1,,
Q1377707,AM broadcasting,1,,
Q1037755,labor unrest,1,,
Q21193584,unequal hours,1,,
Q599548,manjū,1,,
Q3867028,rōkyoku,1,,
Q743263,mind control,1,,
Q10846389,Q10846389,1,,
Q2311445,shared housing,1,,
Q958242,sunk costs,1,,
Q811512,Q811512,1,,
Q11304027,cycling terminal,1,,
Q6608038,list of books about Jesus,1,,
Q423655,subtilisin,1,,
Q749859,Deep One,1,,
Q2140339,wheel hub assembly,1,,
Q3388476,Q3388476,1,,
Q1087412,humanitarian response to the 2011 Tōhoku earthquake and tsunami,1,,
Q20826982,military law,1,,
Q11394841,circular tank diversion,1,,
Q7650105,sutra mound,1,,
Q221616,pyroclastic flow,1,,
Q11277308,furusatomura,1,,
Q96677761,Q96677761,1,,
Q70428452,kōsatsuba,1,,
Q11421342,kokuga,1,,
Q11549275,Q11549275,1,,
Q11479931,makigari,1,,
Q107261048,radar site,1,,
Q1784017,secondary sex characteristic,1,,
Q11591458,Q11591458,1,,
Q48743705,hokōsha tengoku,1,,
Q11487759,gōso,1,,
Q11588442,Gion shrine,1,,
Q11391964,Kōdan,1,,
Q10855632,Association without rights,1,,
Q11570784,Tokubetsu Minkan Hōjin,1,,
Q16191332,Bulgaria Yogurt,1,,
Q11446401,jogakkō,1,,
Q11655382,house plan,1,,
Q11540927,Public Prosecutors Office (Japan),1,,
Q11415483,Q11415483,1,,
Q105766481,limitation,1,,
Q11593211,Q11593211,1,,
Q2927809,Buke,1,,
Q11392225,Q11392225,1,,
Q11643682,city planning area,1,,
Q11612707,Bus stations of JNR Bus,1,,
Q11458819,Little Kyoto,1,,
Q20043999,haiku collection,1,,
Q11635468,Akagi shrine,1,,
Q11515071,magariya,1,,
Q17214132,ton'ya,1,,
Q17226149,Oranda-yado,1,,
Q11375916,ninjinza,1,,
Q8464919,Category:Football venues in Japan,1,,
Q8688319,Category:Rugby union stadiums in Japan,1,,
Q1546359,Greek catholic church,1,,
Q4784178,Arapaho-class fleet tug,1,,
Q4231584,tank design,1,,
Q27253814,(EZ)-clothixamide,1,,
Q14914008,biosynthetic process,1,,
Q61409184,space of compartment of trunk,1,,
Q42401304,age group,1,,
Q631379,galactic halo,1,,
Q209544,analytic language,1,,
Q18616483,Q18616483,1,,
Q68313636,Keskusvirasto,1,,
Q60747451,Samasthans of Hyderabad,1,,
Q111285563,Q111285563,1,,
Q7860897,type casting,1,,
Q2062770,singing class,1,,
Q11969019,fishers lighthouse,1,,
Q1644260,hearing disorder,1,,
Q107212434,Q107212434,1,,
Q3610519,highway engineering,1,,
Q4484758,Financial Industrial Group,1,,
Q1761133,Rushnyk,1,,
Q1148989,water balance,1,,
Q12092747,Streets in Lutsk,1,,
Q12078521,Q12078521,1,,
Q805331,Balloon satellite,1,,
Q1994410,no-budget film,1,,
Q1828742,list of translators,1,,
Q1395855,Fantasia,1,,
Q105103353,investment process,1,,
Q12404729,Q12404729,1,,
Q53470754,Q53470754,1,,
Q10466612,Q10466612,1,,
Q453152,trailer bus,1,,
Q12312090,Q12312090,1,,
Q1929430,semiconductor diode,1,,
Q68947,subspecies,1,,
Q63068285,Congress of European Nationalities,1,,
Q278061,drying,1,,
Q506246,fireteam,1,,
Q2469047,Nusach,1,,
Q16131400,Cinemas in Jerusalem,1,,
Q9639178,Jaya,1,,
Q104692917,idiomatic interjection,1,,
Q11857638,animal protection,1,,
Q2497657,entertainment show,1,,
Q6549298,Limes Transalutanus,1,,
Q99775,Commodore 64,1,,
Q4291709,Meteor 3,1,,
Q30324006,history of the city,1,,
Q2099793,Ploutonion,1,,
Q6200022,Category:Streets in Rome,1,,
Q2413393,Standing Forward Bend,1,,
Q21029979,Q21029979,1,,
Q805183,bale,1,,
Q47086888,Q47086888,1,,
Q40742,hand,1,,
Q794605,biblical studies,1,,
Q1063608,history of Wales,1,,
Q904555,historical Chinese phonology,1,,
Q505892,crystal habit,1,,
Q3067318,Faubourgs of Montreal,1,,
Q1297822,copyright,1,,
Q13538715,Anti-Habsburg uprisings,1,,
Q5226964,Dasychira,1,,
Q7362643,Romanian name,1,,
Q23775619,"Falklandia Whatley Chadwick, Coxill & Toy (1987) non Forster & Platnick (1985)",1,,
Q45185608,"Gyronotus Cameron, 1948",1,,
Q10337670,Notaspis Warren (1892),1,,
Q12487314,Jangka,1,,
Q98930977,Q98930977,1,,
Q580250,Hepialidae,1,,
Q4348623,Microparasellidae,1,,
Q10930579,Guanzhai,1,,
Q14342744,Q14342744,1,,
Q18583229,Rhynchopus Stock (1979) non Skuja (1948),1,,
Q2402408,Telstar 3,1,,
Q7114070,unnecessary health care,1,,
Q9034517,monastery in Spain,1,,
Q28526565,Perinetia Seyrig (1952),1,,
Q4014585,Mitrocomidae,1,,
Q65862755,crevice,1,,
Q1397,Ohio,1,,
Q2750074,Grand-Pré National Historic Site,1,,
Q3435775,Eurofurence,1,,
Q5466179,football at the Jeux de la Francophonie,1,,
Q22679,Baháʼí Faith,1,,
Q799658,Badminton at the West Asian Games,1,,
Q59263270,economics department,1,,
Q60177031,eponymous law,1,,
Q93716,Order of the Golden Spur,1,,
Q27333615,schanze,1,,
Q7007070,Category:Hong Kong television series debuts by year,1,,
Q776483,projection mapping,1,,
Q4434325,list of Intel codenames,1,,
Q3858771,miraluka,1,,
Q16351639,aprūpes ciems,1,,
Q1637262,asura,1,,
Q3146365,hōkyōintō,1,,
Q15238482,Q15238482,1,,
Q208123,deck,1,,
Q1519138,national health insurance,1,,
Q1936810,Marsdenia,1,,
Q2719919,Chrysobalanus,1,,
Q16520446,National Vocational Organization of Hungarian Workers,1,,
Q961634,norepinephrine-dopamine reuptake inhibitor,1,,
Q7515636,Silurian,1,,
Q2892336,Sontaran,1,,
Q931260,murderer,1,,
Q18813,New Testament,1,,
Q1789489,Q1789489,1,,
Q2688167,Indian bread,1,,
Q7769997,The Travel Corporation,1,,
Q2476000,DBL All-Star Gala,1,,
Q288245,Diceratherium,1,,
Q1738484,Q1738484,1,,
Q1183057,elongation mark,1,,
Q6024699,motilla,1,,
Q96474706,award for best trailer,1,,
Q56850353,permanent representative to NATO,1,,
Q16515105,difficulty,1,,
Q54788188,Oberlandesgericht,1,,
Q42092561,English wine cask unit,1,,
Q1392425,railway ticket counter,1,,
Q4972117,broadcast transmitter,1,,
Q3266345,alpine slide,1,,
Q479062,UIC-Y car,1,,
Q16856620,UIC-Z2 car,1,,
Q8143062,redirection,1,,
Q5304570,Rolpalen,1,,
Q1958838,space tug,1,,
Q2297111,social support,1,,
Q106787020,indanone,1,,
Q15710770,EurAsia Cup,1,,
Q15950982,fusion pagoda,1,,
Q10551803,Q10551803,1,,
Q11589683,idol procession,1,,
Q739589,ornament,1,,
Q173756,Apocynaceae,1,,
Q1459900,Tentative World Heritage Site,1,,
Q18094710,missile explosion,1,,
Q6503257,Law enforcement in Lithuania,1,,
Q2941001,Q2941001,1,,
Q189953,Central African Games,1,,
Q1075020,political agitation,1,,
Q26864000,stone pagoda,1,,
Q6761682,Q6761682,1,,
Q11233249,Registered Cultural Property of the Republic of Korea,1,,
Q1872261,lounge,1,,
Q939912,Liran,1,,
Q7978253,weather warning,1,,
Q11233389,local government in South Korea,1,,
Q54269789,grizzly bear,1,,
Q1551720,system of quantities,1,,
Q592,gay,1,,
Q6417941,kitbashing,1,,
Q7990024,wet sub,1,,
Q841437,Wild Hunt,1,,
Q5185420,Crime in the People's Republic of China,1,,
Q16256406,College Football Playoff National Championship,1,,1
Q615402,M-130,1,,
Q17503488,pastorate,1,,
Q16325346,Guatemala Junior International Badminton Championships,1,,1
Q2948826,Algerian Basketball Championship,1,,1
Q7930773,villages of Albania,1,,
Q12869761,Q12869761,1,,
Q4875688,title in the higher education in the Netherlands,1,,
Q94387222,naumachia,1,,
Q10285934,Q10285934,1,,
Q5145831,collaborative development environment,1,,
Q94377998,Chemical Observations and Experiments on Air and Fire,1,,
Q5518905,gallbladder disease,1,,
Q1144672,Division Élite,1,,
Q3896077,Paris Sevens,1,,
Q27972585,Q27972585,1,,
Q21164403,Safari Park,1,,
Q16719399,Q16719399,1,,
Q264218,zone,1,,
Q1936785,Leucopogon,1,,
Q3362291,danger road sign in France,1,,
Q5130122,claypan,1,,
Q21089310,coronation honours list,1,,
Q16797801,Inventory,1,,
Q2640138,Royal University of Bhutan,1,,
Q50477604,tennis at the Bolivarian Games,1,,
Q3299995,Matura certificate in Switzerland,1,,
Q1467124,simplicial set,1,,
Q1458203,transcription,1,,
Q1436130,still,1,,
Q55965287,palaeogeographical object,1,,
Q5454668,fish soup,1,,
Q18338424,US State executive order,1,,
Q185387,suffrage,1,,
Q412159,Ghost town,1,,
Q24524653,Wikimedia thematic organization,1,,
Q2413978,para swimming,1,,
Q1785302,Allan Cup,1,,
Q22667754,Q22667754,1,,
Q16971168,NRL Auckland Nines,1,,
Q28110087,act of the Pennsylvania General Assembly,1,,
Q977833,duplicating machine,1,,
Q5507176,Fuel taxes in the United States,1,,
Q6918189,Motor fuel taxes in Canada,1,,
Q3591545,financial service company,1,,
Q2095072,Vuelta a Bolivia,1,,
Q10906792,Q10906792,1,,
Q59662559,mercenary organization,1,,
Q5279071,Dioceses of the Syriac Orthodox Church,1,,
Q4999340,cardiac marker,1,,
Q50477754,Tennis at the Canada Summer Games,1,,
Q1404885,window function,1,,
Q461659,sociology of religion,1,,
Q5307895,drive,1,,
Q28969904,hundred of New South Wales,1,,
Q1432581,proxy,1,,
Q171328,Charter of the United Nations,1,,
Q998711,fixed book price agreement,1,,
Q3246424,Battle of the Bands,1,,
Q1141506,crossmedia,1,,
Q5322582,EBIS,1,,
Q5001944,Business service provider,1,,
Q23579233,The Big Move rapid transit projects,1,,
Q67986719,skin dyeing,1,,
Q2555852,New Hampshire Grants,1,,
Q306650,lex,1,,
Q305932,yacc,1,,
Q260798,General Purpose Input/Output,1,,
Q57195384,abandonment,1,,
Q71066188,conjoiner,1,,
Q5309594,Dry lab,1,,
Q332498,Brigham Young University,1,,
Q267639,Bombardier Talent,1,,
Q26714952,Halimus Wallr. (1822) non P.Browne (1756),1,,
Q53475,Acanthaceae,1,,
Q17266082,Q17266082,1,,
Q446766,Mniaceae,1,,
Q13476277,Geocalycaceae,1,,
Q485669,telematics,1,,
Q19216895,Q19216895,1,,
Q17747594,EN convoy,1,,
Q489644,devotions,1,,
Q5412228,European Archery Championships,1,,1
Q2744386,enveloppe,1,,
Q2304525,Q2304525,1,,
Q22680651,Q22680651,1,,
Q2225710,Wed,1,,
Q2267872,World Indoor Archery Championships,1,,1
Q19793980,Semitic letter,1,,
Q252321,pharyngeal consonant,1,,
Q16151173,Grade II* listed buildings in Merseyside,1,,
Q17600144,dena,1,,
Q5616327,guillotine lock,1,,
Q1917315,spillway,1,,
Q17639419,Q17639419,1,,
Q852811,cropmark,1,,
Q17660060,"Road accidents, suicide, pregnancy and violence among top killers of world's youth",1,,
Q84324953,consumption dyke,1,,
Q111309658,constant angle arch dam,1,,
Q111309659,double curvature arch dam,1,,
Q108793464,barking house,1,,
Q20716634,Government of Indonesia,1,,
Q18015677,SyFy Genre Award,1,,
Q1624245,micro-ethnonym,1,,
Q147050,Zanthoxylum,1,,
Q8078936,Ölkelda,1,,
Q41107945,computer monitoring,1,,
Q765277,Plymouth Fury,1,,
Q2552799,System F,1,,
Q11723818,Q11723818,1,,
Q1792801,cupric DL-tartrate,1,,
Q17172716,Q17172716,1,,
Q7662794,synthoid,1,,
Q79786081,destroyer flotilla,1,,
Q20528752,concrete poet,1,,
Q1971373,Central Committee of the Communist Party of the Soviet Union,1,,
Q18344103,Sunshine Ladies Tour,1,,
Q272730,airspace,1,,
Q15177,anastomosis,1,,
Q11540953,search,1,,
Q3966178,non-IAAF standard athletics events,1,,1
Q3633878,degasification,1,,
Q1774143,cube root,1,,
Q7991830,Wheat diseases,1,,
Q5738688,Heritage Award,1,,
Q319763,inferiority complex,1,,
Q4597255,2000 Census,1,,
Q167367,Diplopoda,1,,
Q105030386,"methyl 7-methyl-5-oxo-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1H,4aH,6H,7H,7aH-cyclopenta[c]pyran-4-carboxylate",1,,
Q20736092,Clathrellidae,1,,
Q15081214,Norges dokumentarv,1,,
Q18715567,Dapidia,1,,
Q2287249,EMD F9,1,,
Q58043728,Goethe-Center,1,,
Q3854711,Public menorah,1,,
Q1805420,endurance racing,1,,
Q2458322,children's party,1,,
Q3818190,polypeptide antibiotic,1,,
Q3396433,Q3396433,1,,
Q530962,health law,1,,
Q1739168,ceramic fiber,1,,
Q19258246,Aegon GB Pro-Series Glasgow,1,,
Q66824578,pathologic processes,1,,
Q109274110,Office Memorandum,1,,
Q178074,veto power,1,,
Q1660171,Q1660171,1,,
Q8035444,World Bowls Events,1,,1
Q746656,history of biology,1,,
Q11755949,history of England,1,,
Q52,Wikipedia,1,,
Q21201,sociology,1,,
Q361785,journal,1,,
Q582023,Märkische Heide,1,,
Q16865094,training workshop,1,,
Q1129185,Control and Reporting Centre,1,,
Q25212003,one shot,1,,
Q19631227,Miami ePrix,1,,
Q79004107,blood group antigen,1,,
Q97453175,Particuliere landerij,1,,
Q19720443,coastal escort ship,1,,
Q1367530,suite,1,,
Q2319018,Play-offs Nederlands voetbal,1,,
Q71759392,biological quantity,1,,
Q109538884,bai,1,,
Q4698279,Air ambulances in the United Kingdom,1,,
Q1832795,Q1832795,1,,
Q130234,Gada,1,,
Q5284423,division,1,,
Q13370881,verdict,1,,
Q19899595,European Games,1,,
Q110043111,Slavic Coins,1,,
Q83742060,cultural heritage material,1,,
Q1148568,Thai AirAsia,1,,
Q9200005,Rubo fruticosi-Prunetum spinosae,1,,
Q20712049,Alexandria International,1,,
Q1756461,To the Manor Born,1,,
Q2072532,Q2072532,1,,
Q1437709,Canción,1,,
Q852010,boom barrier,1,,
Q11287319,Q11287319,1,,
Q56624300,Alcohols,1,,
Q398308,datum,1,,
Q18015490,People's Front,1,,
Q43306197,audit institution,1,,
Q7930577,Category:English language tests,1,,
Q864329,biofeedback,1,,
Q20312401,Aegon Eastbourne Trophy,1,,
Q28,Hungary,1,,
Q14025305,Slovenska popevka,1,,
Q4187924,Merited Artist,1,,
Q110603051,film in development,1,,
Q6054493,International business company,1,,
Q20665848,GmbH & Co. OHG,1,,
Q1714329,Justiciar,1,,
Q20311491,automatic content recognition,1,,
Q1629107,filing cabinet,1,,
Q968988,Heliozoa,1,,
Q20741242,multi-channel video installation,1,,
Q1439602,Q1439602,1,,
Q1806228,orchiectomy,1,,
Q105400065,Q105400065,1,,
Q767036,food group,1,,
Q104870786,amber deposit site,1,,
Q31111689,flying boat biplane,1,,
Q845242,alembic,1,,
Q3954162,swivel chair,1,,
Q866612,solder,1,,
Q18390462,Your Mom's House,1,,
Q3784068,Ladies Open Hechingen,1,,
Q10468834,White cube gallery,1,,
Q118026,isomerase,1,,
Q6839779,Micronoctuidae,1,,
Q442196,Alignment,1,,
Q33090228,Chile International Challenge,1,,
Q1194119,Erotylidae,1,,
Q210523,word stem,1,,
Q846089,Interatheriidae,1,,
Q7556,Anatidae,1,,
Q1248305,Remopleurididae,1,,
Q47328,Gryllidae,1,,
Q21224868,Marinomonas,1,,
Q311257,Nostoc,1,,
Q380136,Enterobacteriaceae,1,,
Q5422175,Extracellular RNA,1,,
Q2583788,Aradidae,1,,
Q959454,hummock,1,,
Q147256,Actiniaria,1,,
Q2681162,eye injury,1,,
Q16965421,organ perforation,1,,
Q7943312,vue d'optique,1,,
Q21600501,F-16C Block 40F Fighting Falcon,1,,
Q100882508,Jaylan McGill,1,,
Q2502624,Judgement,1,,
Q992067,breaking,1,,
Q634526,etiquette in Japan,1,,
Q16172115,Q16172115,1,,
Q16599388,Sistema Pubblico di Identità Digitale,1,,
Q10432784,Q10432784,1,,
Q1229479,lamentation,1,,
Q1385398,extraordinary rendition,1,,
Q676899,Italy national association football team,1,,
Q134479,Croatia national association football team,1,,
Q179099,Aggregate,1,,
Q11999895,eponymously titled,1,,
Q157115,Primulaceae,1,,
Q2383890,Echtra,1,,
Q64952105,complex-valued function,1,,
Q64699505,Q64699505,1,,
Q4401736,Tenuipalpus,1,,
Q22328259,Tour of Baikonur,1,,
Q22329657,Tour of Sarawak,1,,
Q2123335,property,1,,
Q19160228,Milex Open,1,,
Q29099,Dachshund,1,,
Q71282088,feminine suffix,1,,
Q42891972,plastic missile launch,1,,
Q2447768,roast,1,,
Q274506,continuous uniform distribution,1,,
Q756254,beta distribution,1,,
Q3258194,Irwin–Hall distribution,1,,
Q21027485,Brest Challenger,1,,
Q207302,Magic: The Gathering,1,,
Q5972793,sexist language,1,,
Q5267011,Device Description Repository,1,,
Q18354756,far future,1,,
Q50826803,network dataset,1,,
Q3410676,air well,1,,
Q1816326,Q1816326,1,,
Q60969690,brick stove,1,,
Q12156031,Baculellidae,1,,
Q23000122,act of the legislature of Saskatchewan,1,,
Q106334491,building modification,1,,
Q232777,Two-front war,1,,1
Q24910170,2015–16 SWIFT banking hack,1,,
Q64305116,(8-methyl-8-propan-2-yl-8-azoniabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate,1,,
Q42237,Mugilidae,1,,
Q619307,LNER Gresley Classes A1 and A3,1,,
Q4203401,Irmologion,1,,
Q310879,Melocactus,1,,
Q15891674,storm cellar,1,,
Q18813719,Q18813719,1,,
Q25660994,Pharus Wind & S.W.Wise (1977) †  non P.Browne (1756),1,,
Q106255432,banker trojan,1,,
Q493898,lieutenant colonel,1,,
Q5274970,diepoxybutane,1,,
Q23809218,Q23809218,1,,
Q1047879,Public Notary,1,,
Q2066131,athlete,1,,
Q22009290,Linga Lavery & Snazell (2013),1,,
Q24027743,Batang Meranti,1,,
Q1500399,Q1500399,1,,
Q66311333,Celestial,1,,
Q939611,easel,1,,
Q24206615,closing diphthong,1,,
Q99970844,anthropomorphic buffalo,1,,
Q100124428,fictional community,1,,
Q17326132,Flywheel storage power system,1,,
Q1006719,Q1006719,1,,
Q221488,pedestrian,1,,
Q24442659,negeri adat,1,,
Q24541613,fictional beluga whale,1,,
Q4119003,rocky shore,1,,
Q24731482,United States National Time Trial Championships,1,,1
Q11223899,back end,1,,
Q24259030,AFC Solidarity Cup,1,,
Q55470036,intermittent reservoir,1,,
Q4695099,Ahidnâme,1,,
Q108059605,national park,1,,
Q272826,electronic warfare,1,,
Q898562,Inconel,1,,
Q187510,rechargeable battery,1,,
Q16956017,Ministry of Electronics and Information Technology,1,,
Q415601,endonuclease,1,,
Q5185300,crime in Georgia,1,,
Q7125117,Pair-rule gene,1,,
Q787322,trigonometric table,1,,
Q3470165,Paris International Agricultural Show,1,,
Q16629185,phonograph record,1,,
Q1134306,synthesis,1,,
Q58964,drill,1,,
Q787619,solid solution,1,,
Q5448985,Film Workshop,1,,
Q21225176,Plagiacanthidae,1,,
Q3529604,press title,1,,
Q2015594,Q2015594,1,,
Q2830663,Alariaceae,1,,
Q200073,Lamia,1,,
Q207683,canzona,1,,
Q21440566,Trichopteryx Kirby (1826) non Hübner (1825),1,,
Q4251085,Lembang,1,,
Q948571,organ of state,1,,
Q494360,Government House,1,,
Q2421276,glacial landform,1,,
Q13896240,New Year's letter,1,,
Q838081,insurance fraud,1,,
Q10531620,manorial court,1,,
Q7653550,swan pit,1,,
Q20736321,beer shop,1,,
Q1094450,Agena Target Vehicle,1,,
Q7328304,Zebra crossing,1,,
Q16851226,Campeon,1,,
Q47763773,fictional narrative,1,,
